1611,	-0.0,	-0.6,	364.6
1703,	0.2,	1.1,	363.5
1796,	-0.0,	-0.1,	363.5
1887,	-0.2,	0.4,	363.5
1979,	0.1,	0.6,	364.6
2071,	-0.0,	1.8,	363.5
2162,	0.0,	0.3,	364.6
2254,	-0.1,	0.4,	364.6
2347,	0.2,	0.8,	364.6
2439,	0.0,	1.2,	364.6
2530,	0.2,	0.5,	364.6
2622,	-0.1,	1.6,	365.8
2723,	-0.1,	0.9,	364.6
2816,	0.0,	1.3,	364.6
2907,	0.2,	-2.1,	364.6
2999,	0.1,	-0.3,	365.8
3091,	-0.1,	-0.5,	365.8
3183,	0.0,	-0.2,	364.6
3274,	0.1,	-1.3,	365.8
3366,	0.0,	0.1,	365.8
3459,	-0.0,	-0.7,	365.8
3551,	0.1,	-0.3,	365.8
3642,	0.3,	-1.1,	366.9
3734,	0.1,	0.4,	366.9
3835,	0.1,	-0.7,	366.9
3927,	0.0,	-0.6,	366.9
4019,	-0.0,	-0.3,	366.9
4111,	0.1,	-0.4,	365.8
4203,	-0.0,	-1.5,	366.9
4294,	0.3,	0.4,	366.9
4386,	-0.1,	-1.1,	366.9
4478,	0.1,	-0.5,	368.1
4571,	0.0,	-0.3,	366.9
4662,	-0.1,	-0.8,	366.9
4754,	-0.1,	-1.2,	368.1
4846,	-0.1,	0.1,	368.1
4947,	0.1,	-0.8,	368.1
5040,	0.3,	-0.2,	368.1
5131,	-0.1,	-0.8,	368.1
5223,	-0.2,	-0.9,	366.9
5315,	-0.2,	0.1,	368.1
5407,	0.3,	-1.0,	368.1
5498,	0.0,	-0.1,	368.1
5591,	-0.2,	-0.1,	368.1
5683,	-0.1,	-0.7,	368.1
5775,	0.1,	-0.2,	368.1
5866,	-0.2,	-2.0,	368.1
5958,	0.1,	-0.0,	369.2
6060,	0.0,	-0.4,	369.2
6152,	0.1,	-1.2,	369.2
6243,	0.2,	0.5,	369.2
6335,	0.2,	-0.4,	369.2
6427,	-0.1,	-1.1,	369.2
6519,	-0.1,	-0.9,	369.2
6610,	0.0,	-0.2,	369.2
6703,	0.3,	-1.0,	369.2
6795,	0.2,	0.5,	369.2
6887,	-0.1,	-2.0,	370.4
6978,	-0.1,	0.1,	370.4
7070,	0.0,	-0.8,	369.2
7172,	0.1,	0.1,	369.2
7264,	0.0,	-1.1,	369.2
7355,	0.1,	-0.1,	371.6
7447,	0.1,	-1.1,	369.2
7539,	0.1,	-0.8,	370.4
7631,	-0.1,	-1.0,	369.2
7723,	0.0,	-0.3,	370.4
7815,	-0.1,	-1.1,	370.4
7907,	-0.1,	0.1,	370.4
7999,	0.1,	-1.1,	370.4
8090,	0.1,	0.0,	370.4
8182,	0.0,	-1.4,	370.4
8284,	-0.1,	-0.8,	371.6
8376,	0.3,	0.0,	371.6
8467,	0.3,	0.2,	370.4
8559,	0.0,	-0.7,	371.6
8651,	-0.0,	-0.6,	371.6
8743,	-0.0,	-1.4,	371.6
8835,	0.1,	-0.5,	371.6
8927,	-0.0,	-0.9,	371.6
9019,	0.0,	-0.7,	370.4
9111,	0.1,	-0.6,	371.6
9202,	0.0,	-0.8,	371.6
9294,	0.0,	-1.2,	371.6
9396,	-0.0,	-1.2,	372.7
9488,	-0.1,	-0.6,	371.6
9579,	0.0,	-0.8,	370.4
9671,	0.2,	-0.7,	371.6
9763,	0.1,	-1.4,	371.6
9856,	-0.2,	-0.4,	371.6
9947,	0.2,	-0.9,	371.6
10039,	0.1,	-0.6,	371.6
10131,	0.1,	-1.2,	371.6
10223,	-0.1,	-0.8,	370.4
10314,	0.3,	0.1,	371.6
10406,	0.0,	-0.5,	372.7
10508,	-0.0,	-0.2,	370.4
10600,	0.3,	0.2,	372.7
10692,	-0.2,	-0.8,	371.6
10783,	0.3,	0.2,	372.7
10875,	0.1,	-0.2,	371.6
10968,	0.1,	1.1,	372.7
11060,	-0.2,	-1.2,	371.6
11152,	-0.1,	-0.6,	372.7
11243,	0.0,	0.3,	372.7
11335,	0.1,	1.1,	372.7
11427,	0.1,	-1.0,	372.7
11520,	0.2,	0.7,	195.7
11620,	-1.6,	-1.9,	174.8
11712,	0.7,	-6.3,	210.7
11804,	1.5,	-11.8,	191.0
11896,	-1.6,	-10.3,	169.0
11988,	0.0,	-9.3,	196.8
12080,	1.4,	-11.6,	157.5
12172,	1.8,	-15.0,	188.7
12264,	-1.3,	-15.3,	163.3
12356,	-1.1,	-17.8,	163.3
12448,	2.3,	-12.8,	184.1
12540,	-0.9,	-17.7,	149.4
12632,	-1.0,	-17.0,	171.4
12734,	-1.5,	-17.5,	162.1
12826,	-0.6,	-20.2,	171.4
12918,	-1.4,	-19.1,	151.7
13009,	2.0,	-20.5,	170.2
13102,	-0.6,	-21.6,	148.2
13194,	-1.2,	-20.0,	158.6
13286,	2.0,	-24.2,	162.1
13378,	-0.5,	-23.3,	145.9
13470,	-1.3,	-23.7,	162.1
13561,	-2.2,	-27.5,	149.4
13654,	1.4,	-25.1,	158.6
13746,	0.5,	-25.3,	164.4
13847,	1.7,	-28.0,	174.8
13939,	-0.2,	-28.8,	151.7
14031,	-1.3,	-28.6,	188.7
14124,	1.9,	-31.6,	181.8
14216,	1.0,	-29.8,	170.2
14307,	1.1,	-32.9,	252.4
14399,	-1.9,	-33.2,	176.0
14491,	1.1,	-34.0,	272.0
14583,	0.6,	-33.0,	372.7
14675,	-1.9,	-34.2,	179.5
14768,	0.7,	-36.6,	247.7
14859,	0.6,	-36.5,	546.3
14961,	-2.0,	-38.4,	641.2
15053,	0.8,	-37.3,	607.6
15144,	0.7,	-38.5,	560.2
15237,	-1.3,	-39.3,	956.0
15329,	0.6,	-39.5,	983.7
15421,	0.7,	-40.9,	916.6
15513,	-0.7,	-39.5,	980.3
15604,	-0.4,	-41.8,	1054.3
15696,	0.3,	-40.6,	1054.3
15789,	1.2,	-42.1,	1054.3
15881,	-0.3,	-41.7,	1054.3
15973,	0.2,	-41.9,	1053.2
16075,	0.0,	-43.0,	1053.2
16167,	0.6,	-42.4,	1053.2
16259,	0.2,	-41.9,	1054.3
16351,	1.2,	-41.2,	1053.2
16443,	0.6,	-42.9,	1054.3
16535,	0.4,	-41.3,	1054.3
16627,	1.2,	-42.1,	1053.2
16719,	0.7,	-42.4,	1053.2
16812,	0.4,	-42.4,	1054.3
16903,	1.3,	-41.4,	1054.3
16995,	0.6,	-42.6,	1053.2
17087,	1.0,	-42.4,	1053.2
17189,	1.7,	-42.1,	1053.2
17282,	1.2,	-41.9,	1055.5
17374,	0.6,	-42.0,	1054.3
17466,	1.7,	-41.6,	1053.2
17557,	1.0,	-42.6,	1053.2
17649,	1.0,	-40.4,	1054.3
17741,	0.9,	-41.4,	1054.3
17833,	1.6,	-42.3,	1054.3
17926,	1.9,	-42.6,	1053.2
18018,	0.7,	-39.9,	1053.2
18110,	1.9,	-41.8,	1053.2
18202,	1.8,	-40.6,	1053.2
18304,	2.2,	-40.0,	1053.2
18396,	1.9,	-41.3,	1054.3
18488,	1.9,	-39.9,	1055.5
18580,	1.2,	-41.4,	1053.2
18672,	2.1,	-40.6,	1053.2
18764,	2.4,	-40.1,	1054.3
18855,	1.3,	-40.3,	1054.3
18948,	1.9,	-40.3,	1054.3
19040,	2.6,	-40.5,	1053.2
19132,	1.4,	-39.9,	1054.3
19224,	1.4,	-40.0,	1054.3
19316,	1.8,	-40.3,	1054.3
19418,	1.6,	-40.3,	1053.2
19510,	2.4,	-40.7,	1053.2
19602,	2.9,	-39.8,	1054.3
19694,	1.8,	-40.9,	1053.2
19786,	2.4,	-39.7,	1054.3
19878,	2.2,	-41.2,	1053.2
19971,	3.0,	-39.0,	1055.5
20063,	2.3,	-40.9,	1053.2
20154,	2.3,	-39.7,	1054.3
20246,	2.9,	-40.6,	1054.3
20338,	2.5,	-40.9,	1054.3
20430,	2.1,	-40.7,	1053.2
20533,	3.3,	-40.1,	1054.3
20625,	2.4,	-40.9,	1054.3
20717,	2.3,	-40.6,	1054.3
20808,	3.1,	-40.8,	1053.2
20900,	2.7,	-40.9,	1054.3
20993,	2.4,	-40.8,	1054.3
21085,	3.3,	-40.9,	1053.2
21177,	2.9,	-40.6,	1053.2
21269,	2.6,	-40.2,	1053.2
21361,	2.4,	-42.1,	1054.3
21453,	3.4,	-40.5,	1054.3
21544,	3.4,	-42.3,	1054.3
