,
[30772,	0.53,	0.53],
[30795,	0.53,	0.53],
[30818,	0.53,	0.53],
[30840,	0.0.53],
[30726,	0.53,	0.53],
[30749,	0.53,	0.53],
[30772,	0.53,	0.53],
[30795,	0.53,	0.53],
[30818,	0.53,	0.53],
[30840,	0.[0,	1.65,	1.65],
[1,	1.57,	1.57],
[2,	1.54,	1.54],
[3,	1.51,	1.51],
[8,	1.49,	1.49],
[26,	1.46,	1.46],
[47,	1.45,	1.45],
[66,	1.42,	1.42],
[86,	1.40,	1.40],
[105,	1.38,	1.38],
[126,	1.36,	1.36],
[147,	1.34,	1.34],
[167,	1.32,	1.32],
[189,	1.30,	1.30],
[209,	1.28,	1.28],
[230,	1.26,	1.26],
[251,	1.24,	1.24],
[272,	1.22,	1.22],
[292,	1.21,	1.21],
[314,	1.19,	1.19],
[334,	1.17,	1.17],
[355,	1.15,	1.15],
[376,	1.13,	1.13],
[397,	1.12,	1.12],
[417,	1.10,	1.10],
[438,	1.08,	1.08],
[459,	1.06,	1.06],
[480,	1.05,	1.05],
[500,	1.03,	1.03],
[522,	1.02,	1.02],
[542,	1.00,	1.00],
[563,	0.99,	0.99],
[584,	0.97,	0.97],
[605,	0.96,	0.96],
[625,	0.95,	0.95],
[647,	0.93,	0.93],
[667,	0.92,	0.92],
[688,	0.91,	0.91],
[709,	0.90,	0.90],
[730,	0.88,	0.88],
[750,	0.87,	0.87],
[771,	0.86,	0.86],
[792,	0.85,	0.85],
[813,	0.84,	0.84],
[833,	0.83,	0.83],
[855,	0.82,	0.82],
[875,	0.81,	0.81],
[896,	0.80,	0.80],
[917,	0.79,	0.79],
[937,	0.78,	0.78],
[958,	0.77,	0.77],
[979,	0.76,	0.76],
[1000,	0.75,	0.75],
[1021,	0.75,	0.75],
[1044,	0.74,	0.74],
[1065,	0.73,	0.73],
[1087,	0.72,	0.72],
[1110,	0.72,	0.72],
[1131,	0.71,	0.71],
[1153,	0.71,	0.71],
[1175,	0.70,	0.70],
[1197,	0.69,	0.69],
[1218,	0.69,	0.69],
[1240,	0.68,	0.68],
[1262,	0.68,	0.68],
[1284,	0.67,	0.67],
[1305,	0.66,	0.66],
[1328,	0.66,	0.66],
[1349,	0.66,	0.66],
[1371,	0.65,	0.65],
[1393,	0.65,	0.65],
[1415,	0.64,	0.64],
[1436,	0.64,	0.64],
[1459,	0.63,	0.63],
[1480,	0.63,	0.63],
[1502,	0.63,	0.63],
[1524,	0.62,	0.62],
[1546,	0.62,	0.62],
[1567,	0.62,	0.62],
[1590,	0.62,	0.62],
[1611,	0.61,	0.61],
[1633,	0.61,	0.61],
[1655,	0.60,	0.60],
[1677,	0.60,	0.60],
[1698,	0.60,	0.60],
[1721,	0.59,	0.59],
[1742,	0.59,	0.59],
[1764,	0.59,	0.59],
[1786,	0.58,	0.58],
[1808,	0.58,	0.58],
[1829,	0.58,	0.58],
[1852,	0.58,	0.58],
[1873,	0.57,	0.57],
[1895,	0.58,	0.58],
[1917,	0.58,	0.58],
[1939,	0.57,	0.57],
[1960,	0.57,	0.57],
[1983,	0.57,	0.57],
[2004,	0.56,	0.56],
[2026,	0.56,	0.56],
[2049,	0.56,	0.56],
[2070,	0.56,	0.56],
[2092,	0.56,	0.56],
[2114,	0.56,	0.56],
[2136,	0.56,	0.56],
[2157,	0.55,	0.55],
[2180,	0.55,	0.55],
[2201,	0.55,	0.55],
[2223,	0.55,	0.55],
[2245,	0.55,	0.55],
[2267,	0.54,	0.54],
[2288,	0.55,	0.55],
[2311,	0.55,	0.55],
[2332,	0.55,	0.55],
[2354,	0.55,	0.55],
[2376,	0.55,	0.55],
[2398,	0.54,	0.54],
[2419,	0.54,	0.54],
[2442,	0.54,	0.54],
[2463,	0.54,	0.54],
[2485,	0.54,	0.54],
[2507,	0.54,	0.54],
[2529,	0.53,	0.53],
[2550,	0.53,	0.53],
[2573,	0.54,	0.54],
[2594,	0.54,	0.54],
[2616,	0.54,	0.54],
[2637,	0.53,	0.53],
[2660,	0.53,	0.53],
[2681,	0.53,	0.53],
[2703,	0.53,	0.53],
[2725,	0.53,	0.53],
[2747,	0.53,	0.53],
[2768,	0.53,	0.53],
[2791,	0.53,	0.53],
[2812,	0.53,	0.53],
[2834,	0.53,	0.53],
[2856,	0.53,	0.53],
[2878,	0.53,	0.53],
[2899,	0.53,	0.53],
[2922,	0.52,	0.52],
[2944,	0.53,	0.53],
[2965,	0.52,	0.52],
[2988,	0.52,	0.52],
[3009,	0.53,	0.53],
[3031,	0.53,	0.53],
[3053,	0.53,	0.53],
[3075,	0.53,	0.53],
[3096,	0.53,	0.53],
[3119,	0.53,	0.53],
[3140,	0.53,	0.53],
[3162,	0.52,	0.52],
[3184,	0.52,	0.52],
[3206,	0.52,	0.52],
[3227,	0.53,	0.53],
[3250,	0.53,	0.53],
[3271,	0.53,	0.53],
[3293,	0.53,	0.53],
[3315,	0.53,	0.53],
[3337,	0.52,	0.52],
[3358,	0.52,	0.52],
[3381,	0.53,	0.53],
[3402,	0.52,	0.52],
[3424,	0.53,	0.53],
[3446,	0.52,	0.52],
[3468,	0.52,	0.52],
[3489,	0.52,	0.52],
[3512,	0.52,	0.52],
[3533,	0.53,	0.53],
[3555,	0.53,	0.53],
[3577,	0.53,	0.53],
[3599,	0.52,	0.52],
[3620,	0.52,	0.52],
[3643,	0.52,	0.52],
[3664,	0.52,	0.52],
[3686,	0.52,	0.52],
[3708,	0.52,	0.52],
