1611,	-0.0,	0.1,	199.1
1703,	0.1,	-0.3,	199.1
1796,	0.1,	0.4,	200.3
1887,	0.1,	0.6,	200.3
1979,	-0.0,	-0.5,	200.3
2071,	0.1,	0.4,	201.5
2162,	0.1,	0.2,	202.6
2254,	-0.0,	0.0,	202.6
2347,	0.0,	0.3,	203.8
2439,	0.0,	-0.4,	203.8
2530,	0.0,	-0.8,	204.9
2622,	-0.2,	-1.5,	206.1
2723,	0.2,	0.2,	206.1
2816,	0.2,	-0.7,	207.2
2908,	-0.1,	1.1,	207.2
2999,	0.0,	0.5,	208.4
3091,	-0.0,	0.7,	208.4
3183,	0.1,	0.1,	209.6
3275,	0.1,	0.8,	210.7
3366,	-0.0,	0.0,	210.7
3459,	0.1,	-1.3,	211.9
3551,	0.0,	-0.2,	211.9
3642,	0.4,	1.0,	213.0
3734,	0.3,	0.5,	213.0
3835,	0.2,	-1.0,	213.0
3927,	-0.0,	-0.5,	213.0
4019,	0.4,	1.0,	214.2
4111,	-0.1,	3.5,	215.3
4203,	-0.1,	2.4,	215.3
4294,	0.1,	2.7,	216.5
4386,	0.1,	0.5,	216.5
4478,	-0.1,	-0.8,	216.5
4571,	-0.1,	-0.2,	217.7
4662,	0.1,	0.9,	217.7
4754,	0.2,	-0.2,	217.7
4846,	0.2,	0.3,	217.7
4946,	-0.0,	-0.4,	218.8
5039,	-0.0,	-0.5,	218.8
5131,	-0.1,	-2.6,	218.8
5223,	-0.6,	-4.0,	220.0
5314,	-0.7,	-3.4,	218.8
5406,	-0.5,	-3.1,	221.1
5498,	-0.3,	-1.8,	221.1
5591,	0.1,	-1.8,	221.1
5682,	0.0,	-0.8,	221.1
5774,	0.0,	-0.4,	222.3
5866,	0.1,	-0.5,	222.3
5957,	-0.3,	-0.8,	222.3
6060,	0.1,	-0.6,	223.4
6151,	-0.1,	-0.0,	223.4
6243,	0.1,	0.5,	223.4
6335,	0.1,	-0.1,	223.4
6427,	-0.1,	0.1,	223.4
6518,	-0.1,	-0.6,	223.4
6610,	0.0,	0.5,	224.6
6703,	-0.1,	-0.2,	224.6
6794,	-0.1,	-0.5,	225.8
6886,	-0.1,	-0.3,	224.6
6978,	0.2,	-0.5,	224.6
7070,	-0.0,	0.3,	225.8
7172,	-0.1,	-0.5,	226.9
7263,	0.2,	0.3,	226.9
7355,	0.0,	0.9,	225.8
7447,	-0.0,	0.3,	226.9
7538,	0.1,	-2.0,	210.7
7630,	4.2,	-3.6,	217.7
7723,	-1.4,	-7.2,	203.8
7815,	-0.8,	2.5,	210.7
7906,	-5.2,	0.0,	208.4
7998,	7.4,	-3.7,	203.8
8090,	-3.1,	-6.3,	209.6
8182,	-3.8,	-5.7,	199.1
8284,	-6.3,	-4.2,	196.8
8376,	-0.1,	-5.6,	203.8
8467,	-3.5,	-6.8,	200.3
8559,	7.3,	-6.9,	193.4
8651,	-4.3,	-8.5,	200.3
8743,	-2.5,	-7.7,	188.7
8835,	7.1,	-8.7,	194.5
8927,	-4.6,	-13.2,	186.4
9019,	-2.2,	-10.9,	182.9
9111,	7.0,	-12.7,	186.4
9202,	6.8,	-12.8,	177.2
9294,	-2.3,	-11.0,	184.1
9397,	6.5,	-15.3,	184.1
9489,	-5.4,	-17.0,	182.9
9580,	-1.5,	-15.5,	178.3
9672,	6.1,	-17.2,	184.1
9764,	-5.6,	-18.7,	179.5
9857,	-3.2,	-17.5,	192.2
9949,	-4.0,	-19.4,	193.4
10040,	7.0,	-19.9,	194.5
10132,	-3.4,	-22.0,	211.9
10224,	-3.9,	-20.8,	208.4
10316,	6.8,	-24.0,	235.0
10408,	-3.4,	-23.7,	251.2
10510,	5.6,	-26.8,	299.8
10602,	6.7,	-25.6,	252.4
10694,	-3.4,	-25.3,	276.7
10786,	-3.1,	-28.3,	424.8
10878,	6.5,	-28.9,	391.2
10970,	-3.9,	-27.9,	522.0
11062,	-2.5,	-27.2,	626.2
11154,	6.2,	-29.5,	552.1
11246,	-3.3,	-29.4,	968.7
11338,	-0.7,	-28.7,	929.3
11430,	-4.0,	-31.3,	775.4
11522,	3.6,	-31.4,	1059.0
11624,	-2.7,	-32.6,	1060.1
11716,	3.4,	-33.0,	1059.0
11808,	0.2,	-31.8,	1060.1
11900,	-2.0,	-32.5,	1059.0
11993,	1.8,	-32.8,	1060.1
12084,	0.5,	-32.9,	1060.1
12176,	1.2,	-32.1,	1060.1
12268,	-1.4,	-33.4,	1059.0
12360,	0.6,	-32.0,	1060.1
12452,	0.9,	-31.5,	1059.0
12545,	-1.2,	-33.2,	1060.1
12637,	0.8,	-33.7,	1060.1
12738,	0.7,	-32.5,	1059.0
12830,	-1.4,	-32.8,	1059.0
12922,	0.8,	-32.8,	1059.0
13015,	0.6,	-31.4,	1059.0
13107,	-0.7,	-32.3,	1059.0
13199,	1.4,	-31.1,	1060.1
13291,	0.9,	-32.6,	1059.0
13382,	-1.4,	-32.5,	1059.0
13474,	1.1,	-33.3,	1059.0
13566,	0.6,	-31.0,	1059.0
13659,	1.5,	-31.8,	1059.0
13751,	-0.7,	-31.7,	1059.0
13853,	0.8,	-30.4,	1059.0
13945,	-1.0,	-30.8,	1059.0
14038,	1.8,	-29.5,	1059.0
14129,	0.9,	-30.8,	1059.0
14221,	-0.7,	-30.0,	1059.0
14313,	-0.8,	-30.5,	1059.0
14405,	1.4,	-29.5,	1059.0
14497,	1.2,	-30.5,	1060.1
14589,	-0.7,	-29.3,	1059.0
14682,	1.1,	-29.5,	1060.1
14774,	1.6,	-29.6,	1060.1
14865,	-0.8,	-30.1,	1060.1
14967,	1.0,	-30.1,	1059.0
15059,	1.6,	-28.4,	1060.1
15152,	-0.7,	-29.6,	1059.0
