0,	1.65,	1.65
1,	1.56,	1.56
2,	1.53,	1.53
3,	1.51,	1.51
9,	1.48,	1.48
24,	1.46,	1.46
40,	1.44,	1.44
58,	1.42,	1.42
74,	1.40,	1.40
91,	1.38,	1.38
107,	1.36,	1.36
125,	1.34,	1.34
143,	1.31,	1.31
160,	1.29,	1.29
178,	1.27,	1.27
196,	1.25,	1.25
214,	1.23,	1.23
231,	1.21,	1.21
249,	1.20,	1.20
267,	1.18,	1.18
284,	1.16,	1.16
302,	1.14,	1.14
320,	1.12,	1.12
337,	1.10,	1.10
355,	1.09,	1.09
372,	1.07,	1.07
391,	1.06,	1.06
408,	1.04,	1.04
425,	1.03,	1.03
443,	1.01,	1.01
461,	1.00,	1.00
479,	0.98,	0.98
496,	0.96,	0.96
514,	0.95,	0.95
532,	0.94,	0.94
549,	0.93,	0.93
567,	0.91,	0.91
585,	0.90,	0.90
603,	0.89,	0.89
620,	0.87,	0.87
637,	0.86,	0.86
656,	0.85,	0.85
673,	0.84,	0.84
691,	0.83,	0.83
708,	0.82,	0.82
727,	0.81,	0.81
744,	0.80,	0.80
761,	0.79,	0.79
779,	0.77,	0.77
797,	0.77,	0.77
815,	0.76,	0.76
832,	0.75,	0.75
850,	0.74,	0.74
868,	0.73,	0.73
885,	0.72,	0.72
903,	0.72,	0.72
921,	0.70,	0.70
939,	0.70,	0.70
956,	0.69,	0.69
973,	0.68,	0.68
992,	0.68,	0.68
1009,	0.67,	0.67
1028,	0.66,	0.66
1046,	0.66,	0.66
1065,	0.65,	0.65
1084,	0.65,	0.65
1102,	0.64,	0.64
1122,	0.63,	0.63
1140,	0.63,	0.63
1159,	0.63,	0.63
1177,	0.62,	0.62
1197,	0.62,	0.62
