0,	0.00,	0.00
1,	0.00,	0.00
2,	0.00,	0.00
3,	0.00,	0.00
9,	0.01,	0.01
24,	0.00,	0.00
40,	0.00,	0.00
58,	0.01,	0.01
74,	0.01,	0.01
91,	0.00,	0.00
107,	0.01,	0.01
125,	0.00,	0.00
143,	0.01,	0.01
160,	0.00,	0.00
178,	0.01,	0.01
196,	0.00,	0.00
214,	0.00,	0.00
231,	0.00,	0.00
249,	0.00,	0.00
267,	0.01,	0.01
284,	0.01,	0.01
302,	0.00,	0.00
320,	0.01,	0.01
337,	0.00,	0.00
355,	0.01,	0.01
372,	0.00,	0.00
391,	0.00,	0.00
408,	0.01,	0.01
425,	0.00,	0.00
443,	0.00,	0.00
461,	0.00,	0.00
479,	0.01,	0.01
496,	0.00,	0.00
514,	0.01,	0.01
532,	0.00,	0.00
549,	0.00,	0.00
567,	0.00,	0.00
585,	0.01,	0.01
603,	0.01,	0.01
620,	0.00,	0.00
637,	0.01,	0.01
656,	0.01,	0.01
673,	0.01,	0.01
691,	0.00,	0.00
708,	0.01,	0.01
727,	0.00,	0.00
744,	0.00,	0.00
761,	0.00,	0.00
779,	0.00,	0.00
797,	0.01,	0.01
815,	0.00,	0.00
832,	0.00,	0.00
850,	0.00,	0.00
868,	0.00,	0.00
885,	0.00,	0.00
903,	0.00,	0.00
921,	0.01,	0.01
939,	0.00,	0.00
956,	0.00,	0.00
973,	0.00,	0.00
992,	0.00,	0.00
1009,	0.01,	0.01
1028,	0.01,	0.01
1046,	0.00,	0.00
1065,	0.01,	0.01
1084,	0.01,	0.01
1102,	0.00,	0.00
1122,	0.00,	0.00
1140,	0.00,	0.00
1159,	0.00,	0.00
1177,	0.00,	0.00
1197,	0.00,	0.00
1215,	0.01,	0.01
1233,	0.01,	0.01
1253,	0.01,	0.01
1271,	0.00,	0.00
1290,	0.00,	0.00
1308,	0.00,	0.00
1328,	0.01,	0.01
1346,	0.00,	0.00
1364,	0.01,	0.01
1384,	0.00,	0.00
1402,	0.01,	0.01
1421,	0.01,	0.01
1439,	0.01,	0.01
1459,	0.00,	0.00
1477,	0.00,	0.00
1496,	0.00,	0.00
1515,	0.00,	0.00
1533,	0.00,	0.00
1552,	0.00,	0.00
1570,	0.01,	0.01
1590,	0.00,	0.00
1608,	0.00,	0.00
1627,	0.01,	0.01
1645,	0.00,	0.00
1665,	0.00,	0.00
1683,	0.00,	0.00
1701,	0.00,	0.00
1721,	0.00,	0.00
1739,	0.01,	0.01
1758,	0.01,	0.01
1776,	0.01,	0.01
1796,	0.00,	0.00
1814,	0.00,	0.00
1832,	0.00,	0.00
1852,	0.00,	0.00
1870,	0.00,	0.00
1889,	0.00,	0.00
1907,	0.00,	0.00
1927,	0.01,	0.01
1945,	0.00,	0.00
1964,	0.00,	0.00
1983,	0.00,	0.00
2001,	0.00,	0.00
2020,	0.01,	0.01
2038,	0.01,	0.01
2058,	0.01,	0.01
2076,	0.00,	0.00
2095,	0.00,	0.00
2114,	0.00,	0.00
2132,	0.01,	0.01
2151,	0.00,	0.00
2169,	0.00,	0.00
2189,	0.00,	0.00
2207,	0.00,	0.00
2226,	0.00,	0.00
2244,	0.00,	0.00
2264,	0.00,	0.00
2282,	0.01,	0.01
2300,	0.00,	0.00
2320,	0.00,	0.00
2338,	0.00,	0.00
2357,	0.00,	0.00
2375,	0.00,	0.00
2395,	0.01,	0.01
2413,	0.01,	0.01
2432,	0.01,	0.01
2451,	0.01,	0.01
2469,	0.00,	0.00
2488,	0.01,	0.01
2506,	0.00,	0.00
2526,	0.01,	0.01
2544,	0.01,	0.01
2563,	0.00,	0.00
2582,	0.00,	0.00
2600,	0.00,	0.00
2619,	0.00,	0.00
2637,	0.01,	0.01
2657,	0.01,	0.01
2675,	0.01,	0.01
2694,	0.00,	0.00
2713,	0.01,	0.01
2732,	0.01,	0.01
2750,	0.00,	0.00
2768,	0.00,	0.00
2788,	0.00,	0.00
2806,	0.01,	0.01
2825,	4.86,	4.86
2843,	0.00,	0.00
2863,	0.00,	0.00
2881,	4.85,	4.85
2899,	0.00,	0.00
2919,	0.00,	0.00
2937,	4.85,	4.85
2956,	0.00,	0.00
2974,	0.00,	0.00
2994,	4.86,	4.86
3012,	0.01,	0.01
3031,	0.00,	0.00
3050,	4.86,	4.86
3068,	4.63,	4.63
3087,	0.00,	0.00
3105,	4.86,	4.86
3125,	4.52,	4.52
3143,	0.00,	0.00
3162,	4.86,	4.86
3181,	4.73,	4.73
3200,	0.00,	0.00
3218,	4.87,	4.87
3236,	4.69,	4.69
3256,	0.01,	0.01
3274,	4.86,	4.86
3293,	4.60,	4.60
3312,	0.01,	0.01
3331,	4.86,	4.86
3349,	0.00,	0.00
3367,	0.00,	0.00
3387,	4.86,	4.86
3405,	0.00,	0.00
3424,	4.85,	4.85
3442,	4.82,	4.82
3462,	0.01,	0.01
3480,	4.85,	4.85
3499,	0.00,	0.00
3518,	4.85,	4.85
3536,	0.00,	0.00
3555,	0.00,	0.00
3573,	4.87,	4.87
3593,	0.01,	0.01
3611,	4.87,	4.87
3630,	0.01,	0.01
3649,	4.85,	4.85
3667,	4.86,	4.86
3686,	0.01,	0.01
3704,	4.84,	4.84
3724,	4.84,	4.84
3742,	0.00,	0.00
3761,	0.00,	0.00
3780,	4.85,	4.85
3799,	4.84,	4.84
3817,	0.00,	0.00
3835,	0.00,	0.00
3855,	0.01,	0.01
3873,	0.00,	0.00
3892,	4.87,	4.87
3911,	4.87,	4.87
3930,	4.86,	4.86
3948,	4.86,	4.86
3966,	4.85,	4.85
3986,	4.85,	4.85
4004,	4.85,	4.85
4023,	0.01,	0.01
4041,	0.00,	0.00
4061,	0.01,	0.01
4079,	0.00,	0.00
4098,	0.00,	0.00
4117,	0.01,	0.01
4135,	0.01,	0.01
